TAID,Name,IUPAC Name,PubChem CID,Canonical SMILES,InChIKey,Toxicity Value
TOX-89504,,(2S)-2-decyloxirane,11286870,CCCCCCCCCC[C@H]1CO1,MPGABYXKKCLIRW-LBPRGKRZSA-N,0
TOX-89505,,2-(bromomethyl)-3-chlorooxirane,131079,ClC1OC1CBr,CYVGBDSVULTHJK-UHFFFAOYSA-N,1
TOX-89506,,1-chloro-3-[4-[2-[4-(3-chloro-2-hydroxypropoxy)phenyl]propan-2-yl]phenoxy]propan-2-ol,3479589,CC(C)(c1ccc(OCC(O)CCl)cc1)c1ccc(OCC(O)CCl)cc1,PTCFDJRJOGPUFE-UHFFFAOYSA-N,0
TOX-89507,,1-methyl-4-nitroso-5-phenylimidazole,163851,Cn1cnc(N=O)c1-c1ccccc1,PSTUZIANXNKPJO-UHFFFAOYSA-N,1
TOX-89508,,"13,15-dihydroxy-5,9-dimethyl-14-methylidenetetracyclo[11.2.1.01,10.04,9]hexadecane-5-carboxylic acid",13890803,C=C1C(O)C23CCC4C(C)(C(=O)O)CCCC4(C)C2CCC1(O)C3,MUUCXUURBKGVOZ-UHFFFAOYSA-N,0
TOX-89509,,"N-propan-2-yl-2,1-benzothiazol-3-amine",16204893,CC(C)Nc1snc2ccccc12,LVLUFNJOIRSWMB-UHFFFAOYSA-N,0
TOX-89510,,2-[(4-methoxyphenyl)methyl]oxirane,40004,COc1ccc(CC2CO2)cc1,CLOGCPPDCZMWGQ-UHFFFAOYSA-N,1
TOX-89511,,"pyrido[2,3-d]pyridazin-8-ylhydrazine",154868,NNc1nncc2cccnc12,AJXIRXPZNGBLIW-UHFFFAOYSA-N,1
TOX-89512,,"3,8-dimethoxyphenazine-2,7-diamine",147856,COc1cc2nc3cc(N)c(OC)cc3nc2cc1N,MMXGRWOPIXWDHU-UHFFFAOYSA-N,1
TOX-89513,,2-nitro-6-phenylphenol,160745,O=[N+]([O-])c1cccc(-c2ccccc2)c1O,IIBOYMCHHLZIKC-UHFFFAOYSA-N,0
TOX-89514,,"N-[4-(2,4,6-trichlorophenoxy)phenyl]formamide",150128,O=CNc1ccc(Oc2c(Cl)cc(Cl)cc2Cl)cc1,UJGJUADAQKTQIE-UHFFFAOYSA-N,1
TOX-89515,,"3-methoxy-8,9,10,11-tetrahydro-7H-indolo[3,2-c]quinoline-1,4-dione",163897,COC1=CC(=O)c2c3nc4c(c-3c[nH]c2C1=O)CCCC4,YEFMCBPHJWKLOK-UHFFFAOYSA-N,1
TOX-89516,,propyl (E)-3-(5-nitrofuran-2-yl)prop-2-enoate,6538364,CCCOC(=O)/C=C/c1ccc([N+](=O)[O-])o1,WETGLJBXPSYGIK-GQCTYLIASA-N,1
TOX-89517,,2-methylidenepentanal,70609,C=C(C=O)CCC,RTTWLTLNKLTUJR-UHFFFAOYSA-N,1
TOX-89518,,2-[(4-phenylphenoxy)methyl]oxirane,107325,c1ccc(-c2ccc(OCC3CO3)cc2)cc1,GXANCFOKAWEPIS-UHFFFAOYSA-N,1
TOX-89519,,"2-(3-methylphenyl)-1,3-benzoxazole",155423,Cc1cccc(-c2nc3ccccc3o2)c1,PNVRWCOOQDYUJY-UHFFFAOYSA-N,0
TOX-89520,,"pentacyclo[14.2.1.03,8.09,18.012,17]nonadecan-19-one",78169210,O=c1c2cccc3ccc4c5ccccc5cc1c4c32,MRIBYIXPXKWKLX-UHFFFAOYSA-N,1
TOX-89521,,"3-ethylimidazo[4,5-f]quinolin-2-amine",152278,CCn1c(N)nc2c3cccnc3ccc21,XIFAYUGHHSTQKB-UHFFFAOYSA-N,1
TOX-89522,CIS-HEPTACHLOROSTYRENE,"1,2,3,4,5-pentachloro-6-[(Z)-1,2-dichloroethenyl]benzene",6434060,Cl/C=C(\Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,WOYBAAGBIXHIGK-UPHRSURJSA-N,0
TOX-89523,,"2,6-dimethoxybenzene-1,4-diamine",154042,COc1cc(N)cc(OC)c1N,XFZQPKVXBFNUKL-UHFFFAOYSA-N,0
TOX-89524,,"4-chloro-N-[1-(4-chlorobutanoyl)-2,1-benzothiazol-3-ylidene]butanamide",16206279,O=C(CCCCl)/N=c1\sn(C(=O)CCCCl)c2ccccc12,PJWCHAQXMXPRGB-UHFFFAOYSA-N,0
TOX-89525,,"(4E)-4-ethylidene-7,17-dihydroxy-6,7,14-trimethyl-2,9-dioxa-14-azoniatricyclo[9.5.1.014,17]heptadec-11-ene-3,8-dione",6235437,C/C=C1\CC(C)C(C)(O)C(=O)OCC2=CC[N+]3(C)CCC(OC1=O)C23O,SRADQUKTDOQMGD-WLRTZDKTSA-N,1
TOX-89526,Citreorosein,"1,3,8-trihydroxy-6-(hydroxymethyl)anthracene-9,10-dione",361512,O=C1c2cc(O)cc(O)c2C(=O)c2c(O)cc(CO)cc21,YQHZABGPIPECSQ-UHFFFAOYSA-N,1
TOX-89527,,"3,4,7,8-tetramethylimidazo[4,5-f]quinoxalin-2-amine",108100,Cc1nc2cc(C)c3c(nc(N)n3C)c2nc1C,MCFPPHKNJUOYBX-UHFFFAOYSA-N,1
TOX-89528,,(2-acetamido-9H-fluoren-3-yl) benzoate,163688,CC(=O)Nc1cc2c(cc1OC(=O)c1ccccc1)-c1ccccc1C2,GMIXSULHTOYTSM-UHFFFAOYSA-N,0
TOX-89529,,"7-(ethylamino)-4,6-dimethylchromen-2-one",96929,CCNc1cc2oc(=O)cc(C)c2cc1C,QZXAEJGHNXJTSE-UHFFFAOYSA-N,0
TOX-89530,,"3-nitroso-1,3-thiazolidine-4-carboxylic acid",104890,O=NN1CSCC1C(=O)O,LGLMHMRNPVACGS-UHFFFAOYSA-N,0
TOX-89531,,4-(acridin-9-ylamino)phenol,148949,Oc1ccc(Nc2c3ccccc3nc3ccccc23)cc1,YJRBRXLARFRAFB-UHFFFAOYSA-N,1
TOX-89532,,"8-chloro-6-(2-chlorophenyl)-N,N-dimethyl-4H-[1,2,4]triazolo[1,5-a][1,4]benzodiazepine-2-carboxamide",148494,CN(C)C(=O)c1nc2n(n1)-c1ccc(Cl)cc1C(c1ccccc1Cl)=NC2,YMJXPUGNWIWFJI-UHFFFAOYSA-N,0
TOX-89533,,2-[(2S)-oxiran-2-yl]acetamide,88153711,NC(=O)C[C@H]1CO1,GYHZLNKMZPYTFB-VKHMYHEASA-N,1
TOX-89534,Dihydrocapsaicin,N-[(4-hydroxy-3-methoxyphenyl)methyl]-8-methylnonanamide,107982,COc1cc(CNC(=O)CCCCCCC(C)C)ccc1O,XJQPQKLURWNAAH-UHFFFAOYSA-N,1
TOX-89535,(S)-Mandelonitrile,(2S)-2-hydroxy-2-phenylacetonitrile,439767,N#C[C@@H](O)c1ccccc1,NNICRUQPODTGRU-MRVPVSSYSA-N,0
TOX-89536,,N-quinolin-2-ylacetamide,162590,CC(=O)Nc1ccc2ccccc2n1,IOFUTXAOWYNJFY-UHFFFAOYSA-N,0
TOX-89537,,N-[2-(octadecanoylamino)ethyl]octadecanamide,8044,CCCCCCCCCCCCCCCCCC(=O)NCCNC(=O)CCCCCCCCCCCCCCCCC,RKISUIUJZGSLEV-UHFFFAOYSA-N,0
TOX-89538,,N-benzyl-2-chloropropanamide,154878,CC(Cl)C(=O)NCc1ccccc1,WWTQPBZZMSVIGJ-UHFFFAOYSA-N,0
TOX-89539,,"4-[(4-aminocyclohexa-2,5-dien-1-ylidene)-(4-aminophenyl)methyl]-2-methylaniline",73557502,Cc1cc(C(=C2C=CC(N)C=C2)c2ccc(N)cc2)ccc1N,IUBRMRYOJXAQBD-UHFFFAOYSA-N,1
TOX-89540,,2-amino-5-[(4-amino-3-carboxyphenyl)methyl]benzoic acid,80444,Nc1ccc(Cc2ccc(N)c(C(=O)O)c2)cc1C(=O)O,QRUWUSOUUMPANJ-UHFFFAOYSA-N,0
TOX-89541,,"[(1R)-1-(1,3-benzodioxol-5-yl)prop-2-enyl] acetate",121493502,C=C[C@@H](OC(C)=O)c1ccc2c(c1)OCO2,TXUCQVJZBXYDKH-SNVBAGLBSA-N,1
TOX-89542,,"17-(tert-butylcarbamoyl)-10,13-dimethyl-2,7,8,9,11,12,14,15,16,17-decahydro-1H-cyclopenta[a]phenanthrene-3-carboxylic acid",14507058,CC(C)(C)NC(=O)C1CCC2C3CC=C4C=C(C(=O)O)CCC4(C)C3CCC12C,VAPSMQAHNAZRKC-UHFFFAOYSA-N,0
TOX-89543,,"1-ethyl-6,8-difluoro-4-oxo-7-pyridin-4-ylquinoline-3-carboxylic acid",127557,CCn1cc(C(=O)O)c(=O)c2cc(F)c(-c3ccncc3)c(F)c21,AVTJRMCCKOBMQP-UHFFFAOYSA-N,0
TOX-89544,,benzo[a]pyren-12-ylmethanol,125163,OCc1cc2c3ccccc3cc3ccc4cccc1c4c32,QFZVPWWLRDQHEP-UHFFFAOYSA-N,0
TOX-89545,,"2-[2-[19-amino-6-(3,4-dicarboxybutanoyloxy)-11,18-dihydroxy-5,9-dimethylicosan-7-yl]oxy-2-oxoethyl]butanedioic acid",15817722,CCCCC(C)C(OC(=O)CC(CC(=O)O)C(=O)O)C(CC(C)CC(O)CCCCCCC(O)C(C)N)OC(=O)CC(CC(=O)O)C(=O)O,CPCRJSQNWHCGOP-UHFFFAOYSA-N,0
TOX-89546,,"5,10-dioxatricyclo[7.1.0.04,6]decane",91447,C1CC2OC2CCC2OC12,USGYMDAUQBQWFU-UHFFFAOYSA-N,0
TOX-89547,,quinoline-8-carbaldehyde,170103,O=Cc1cccc2cccnc12,OVZQVGZERAFSPI-UHFFFAOYSA-N,1
TOX-89548,Oxichloron,"2,4-dichloro-6-(3,5-dichloro-2-hydroxyphenyl)sulfonylphenol",1368742,O=S(=O)(c1cc(Cl)cc(Cl)c1O)c1cc(Cl)cc(Cl)c1O,UOGGDVSNMLEDIZ-UHFFFAOYSA-N,0
TOX-89549,Thymin-1-yl,"1-(3-azido-2-hydroxypropyl)-5-methylpyrimidine-2,4-dione",135557,Cc1cn(CC(O)C[N-][N+]#N)c(=O)[nH]c1=O,FXYHJVRPZDUNMI-UHFFFAOYSA-N,1
TOX-89550,,butyl(2-hydroperoxypropan-2-yl)diazene,146660,CCCCN=NC(C)(C)OO,OBCIJGSAPVQGBS-UHFFFAOYSA-N,1
TOX-89551,,"(2R)-5-hydroxy-11-methyl-2-prop-1-en-2-yl-1,2-dihydrofuro[2,3-c]acridin-6-one",11623705,C=C(C)[C@H]1Cc2c(cc(O)c3c(=O)c4ccccc4n(C)c23)O1,FHAGACMCMQYSNX-OAHLLOKOSA-N,1
TOX-89552,,(4S)-5-oxo-1-(4-sulfophenyl)-4-[(4-sulfophenyl)diazenyl]-4H-pyrazole-3-carboxylic acid,92328380,O=C(O)C1=NN(c2ccc(S(=O)(=O)O)cc2)C(=O)[C@H]1N=Nc1ccc(S(=O)(=O)O)cc1,RFKITWRHKUYMRJ-ZDUSSCGKSA-N,0
TOX-89553,,4-hydroxy-2-oxo-4-phenyl-6-oxa-3-azabicyclo[3.1.0]hexane-1-carboxamide,85145045,NC(=O)C12OC1C(O)(c1ccccc1)NC2=O,VXEGPEWUDKIHSH-UHFFFAOYSA-N,0
TOX-89554,,1-[(2-chloro-4-nitrophenyl)diazenyl]naphthalen-2-ol,17778,O=[N+]([O-])c1ccc(N=Nc2c(O)ccc3ccccc23)c(Cl)c1,XLTMWFMRJZDFFD-UHFFFAOYSA-N,1
TOX-89555,,N-(8-hydroxypyren-1-yl)acetamide,150348,CC(=O)Nc1ccc2ccc3ccc(O)c4ccc1c2c34,JVSYZGLUYQMVQJ-UHFFFAOYSA-N,1
TOX-89556,,[(2R)-2-ethylhexyl] hydrogen sulfate,5496779,CCCC[C@@H](CC)COS(=O)(=O)O,MHGOKSLTIUHUBF-MRVPVSSYSA-N,0
TOX-89557,,"18-azahexacyclo[10.7.2.03,8.09,20.016,21.017,19]henicosa-1,3,5,7,9(20),10,12(21),13,15-nonaene",3036566,c1ccc2c(c1)cc1c3c2ccc2cccc(c23)C2NC12,QJOLOLXLQSVYKH-UHFFFAOYSA-N,1
TOX-89558,,ethyl N-nitroso-N-(4-oxo-4-pyridin-3-ylbutyl)carbamate,119296,CCOC(=O)N(CCCC(=O)c1cccnc1)N=O,UFWSSCAAHBNZRO-UHFFFAOYSA-N,1
TOX-89559,,(2-acetamido-9H-fluoren-3-yl) acetate,638388,CC(=O)Nc1cc2c(cc1OC(C)=O)-c1ccccc1C2,ZNJHDEZOETZXIX-UHFFFAOYSA-N,0
TOX-89560,Desmethylbellidifolin,"1,3,5,8-tetrahydroxyxanthen-9-one",5281626,O=c1c2c(O)cc(O)cc2oc2c(O)ccc(O)c12,MPXAWSABMVLIBU-UHFFFAOYSA-N,1
TOX-89561,,3-hydroxy-4-[(4-methyl-3-sulfophenyl)diazenyl]naphthalene-2-carboxylic acid,80682,Cc1ccc(N=Nc2c(O)c(C(=O)O)cc3ccccc23)cc1S(=O)(=O)O,ZGDOXNSJDDJHRV-UHFFFAOYSA-N,0
TOX-89562,Propylenenitrosourea,"1-nitroso-1,3-diazinan-2-one",96485,O=NN1CCCNC1=O,UQKPGXYENGNTCJ-UHFFFAOYSA-N,1
TOX-89563,,N-[2-(dimethylamino)ethyl]-9-oxoxanthene-4-carboxamide,150569,CN(C)CCNC(=O)c1cccc2c(=O)c3ccccc3oc12,KWGUFXPJIMNUFB-UHFFFAOYSA-N,1
TOX-89564,,"2-(3,4-dimethoxyphenyl)-4,5-bis(4-methylphenyl)-1H-imidazole",1110220,COc1ccc(-c2nc(-c3ccc(C)cc3)c(-c3ccc(C)cc3)[nH]2)cc1OC,CFWPNVAHIGEFIJ-UHFFFAOYSA-N,1
TOX-89565,,2-(naphthalen-1-ylmethoxymethyl)oxirane,149403,c1ccc2c(COCC3CO3)cccc2c1,YITJBKAOHXETFG-UHFFFAOYSA-N,1
TOX-89566,,"2-(oxiran-2-ylmethyl)-1,2-benzothiazol-3-one",13238745,O=c1c2ccccc2sn1CC1CO1,YICRHFDUUYCIFX-UHFFFAOYSA-N,0
TOX-89567,,N-(9H-fluoren-2-yl)formamide,23389,O=CNc1ccc2c(c1)Cc1ccccc1-2,DOSNGAGLKBWUSU-UHFFFAOYSA-N,1
TOX-89568,,"4-[[4-(dimethylamino)phenyl]-(4-iminocyclohexa-2,5-dien-1-ylidene)methyl]-N,N-dimethylaniline",198737,CN(C)c1ccc(C(=C2C=CC(=N)C=C2)c2ccc(N(C)C)cc2)cc1,XYSSGYHHAUSTHC-UHFFFAOYSA-N,0
TOX-89569,,1-aminonaphthalen-2-ol,14535,Nc1c(O)ccc2ccccc12,FHMMQQXRSYSWCM-UHFFFAOYSA-N,0
TOX-89570,,"3-ethyl-4-methylimidazo[4,5-f]quinolin-2-amine",152277,CCn1c(N)nc2c3cccnc3cc(C)c21,BWJGNVFHFCOCCC-UHFFFAOYSA-N,1
TOX-89571,,"[(4aS,4bR,8S,10aR,10bS,12aS)-10a,12a-dimethyl-2-oxo-3,4,4a,4b,5,7,8,9,10,10b,11,12-dodecahydro-1H-naphtho[2,1-f]quinolin-8-yl] (E)-3-[3-[bis(2-chloroethyl)amino]phenyl]prop-2-enoate",6441263,C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](OC(=O)/C=C/c5cccc(N(CCCl)CCCl)c5)CC[C@@]43C)[C@@H]1CCC(=O)N2,UVICBYWWQCYHBK-DPFVXNFMSA-N,1
TOX-89572,,"N-[2-(dimethylamino)ethyl]-1,10-phenanthroline-2-carboxamide",154358,CN(C)CCNC(=O)c1ccc2ccc3cccnc3c2n1,PWAJWEKJZYNDMX-UHFFFAOYSA-N,1
TOX-89573,,quinoline-8-sulfonic acid,66561,O=S(=O)(O)c1cccc2cccnc12,SXVRECLPTCOMIA-UHFFFAOYSA-N,0
TOX-89574,,"6-azapentacyclo[12.8.0.03,12.04,9.017,22]docosa-1,3(12),4(9),5,7,10,13,15,17,19,21-undecaene",135736,c1ccc2c(c1)ccc1cc3ccc4ccncc4c3cc12,QVWJMXQQFRQGHC-UHFFFAOYSA-N,1
TOX-89575,,(4-methoxyphenyl)-(3-phenyloxiran-2-yl)methanone,155606,COc1ccc(C(=O)C2OC2c2ccccc2)cc1,GAMOPGGZIQWBEM-UHFFFAOYSA-N,0
TOX-89576,,"14-hydroxy-11-methoxy-6,8,19-trioxapentacyclo[10.7.0.02,9.03,7.013,17]nonadeca-1,4,9,11,13(17)-pentaene-16,18-dione",630029,COc1cc2c(c3oc(=O)c4c(c13)C(O)CC4=O)C1C=COC1O2,GYNOTJLCULOEIM-UHFFFAOYSA-N,1
TOX-89577,,"2-(2,4-dimethylphenyl)-4,5-bis(4-methylphenyl)-1H-imidazole",3025683,Cc1ccc(-c2nc(-c3ccc(C)cc3C)[nH]c2-c2ccc(C)cc2)cc1,HZJDFBLYBNLMIX-UHFFFAOYSA-N,1
TOX-89578,,"5-methoxy-6-(5-methoxy-7-methyl-1,4-dioxonaphthalen-2-yl)-7-methylnaphthalene-1,4-dione",10341035,COc1cc(C)cc2c1C(=O)C=C(c1c(C)cc3c(c1OC)C(=O)C=CC3=O)C2=O,PEHFVNNNUFIZPR-UHFFFAOYSA-N,0
TOX-89579,,"1,2,3,4,5-pentachloro-6-[(E)-2-chloroethenyl]benzene",6525624,Cl/C=C/c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,FHYTVYKUXNWGBE-OWOJBTEDSA-N,0
TOX-89580,(2R)-2-ethylhexanal,(2R)-2-ethylhexanal,1712033,CCCC[C@H](C=O)CC,LGYNIFWIKSEESD-MRVPVSSYSA-N,0
TOX-89581,,1-(2-hydroxyethyl)-1-methyl-3-phenylurea,161896,CN(CCO)C(=O)Nc1ccccc1,RTHANHWVYMZYHL-UHFFFAOYSA-N,0
TOX-89582,,"7-methylbenzo[a]anthracene-3,4-dione",150674,Cc1c2ccccc2cc2c3c(ccc12)C(=O)C(=O)C=C3,XUEZVDKAGOWVDJ-UHFFFAOYSA-N,1
TOX-89583,,"7,8-dihydrobenzo[a]pyrene-7,8-diol",25892,OC1C=Cc2c(cc3ccc4cccc5ccc2c3c45)C1O,YDXRLMMGARHIIC-UHFFFAOYSA-N,1
TOX-89584,(E)-TAMOXIFEN,"2-[4-[(E)-1,2-diphenylbut-1-enyl]phenoxy]-N,N-dimethylethanamine",3032583,CC/C(=C(/c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,NKANXQFJJICGDU-OCEACIFDSA-N,0
TOX-89585,,phenalen-1-one,11050,O=C1C=Cc2cccc3cccc1c23,WWBGWPHHLRSTFI-UHFFFAOYSA-N,1
TOX-89586,,N-[4-(4-nitrophenoxy)phenyl]acetamide,165015,CC(=O)Nc1ccc(Oc2ccc([N+](=O)[O-])cc2)cc1,CINNPJKMBVNUMO-UHFFFAOYSA-N,1
TOX-89587,,"3-(aziridin-1-yl)-6-methyl-11H-indolo[3,2-c]quinoline-1,4-dione",5488163,Cc1nc2c(c3[nH]c4ccccc4c13)C(=O)C=C(N1CC1)C2=O,ISOOAULGCYDSSE-UHFFFAOYSA-N,1
TOX-89588,,1-imidazol-1-ylethanone,17174,CC(=O)n1ccnc1,VIHYIVKEECZGOU-UHFFFAOYSA-N,0
TOX-89589,,"(1R,5R)-5-isocyanato-1-(isocyanatomethyl)-1,3,3-trimethylcyclohexane",21724174,CC1(C)C[C@@H](N=C=O)C[C@](C)(CN=C=O)C1,NIMLQBUJDJZYEJ-PWSUYJOCSA-N,0
TOX-89590,,"3-methylimidazo[4,5-f]isoquinolin-2-amine",154633,Cn1c(N)nc2c3ccncc3ccc21,ADHARTAVWVLWEN-UHFFFAOYSA-N,1
TOX-89591,NERAL,"(2Z)-3,7-dimethylocta-2,6-dienal",643779,CC(C)=CCC/C(C)=C\C=O,WTEVQBCEXWBHNA-YFHOEESVSA-N,0
TOX-89592,,"[(2R,3R,11S,12S,14R,26R)-5,6',12-trihydroxy-6,7'-dimethoxy-7,21,30-trimethyl-27-oxospiro[17,19,28-trioxa-24-thia-13,30-diazaheptacyclo[12.9.6.13,11.02,13.04,9.015,23.016,20]triaconta-4(9),5,7,15,20,22-hexaene-26,1'-3,4-dihydro-2H-isoquinoline]-22-yl] acetate",134969259,COc1cc2c(cc1O)CCN[C@]21CSC2c3c(OC(C)=O)c(C)c4c(c3[C@H](COC1=O)N1[C@@H](O)[C@@H]3Cc5cc(C)c(OC)c(O)c5[C@H]([C@H]21)N3C)OCO4,PKVRCIRHQMSYJX-KPZODEHGSA-N,1
TOX-89593,,"3-oxapentacyclo[9.8.0.02,4.05,10.013,18]nonadeca-1(19),5,7,9,11,13,15,17-octaene",182424,c1ccc2c(c1)-c1cc3ccccc3cc1C1OC21,APIRAYPNDXRJBP-UHFFFAOYSA-N,1
TOX-89594,,4-bromo-3-(dibromomethyl)-2H-furan-5-one,154856,O=C1OCC(C(Br)Br)=C1Br,KELLEWMBQHZEAA-UHFFFAOYSA-N,1
TOX-89595,,2-methyloxirane-2-carboxamide,314184,CC1(C(N)=O)CO1,PDVDUMUGNNQALL-UHFFFAOYSA-N,1
TOX-89596,,benzo[a]anthracen-7-ylmethanol,85290,OCc1c2ccccc2cc2c1ccc1ccccc12,FWFOOWHDKQMDKI-UHFFFAOYSA-N,1
TOX-89597,,tris[(2R)-2-ethylhexyl] phosphate,76965628,CCCC[C@@H](CC)COP(=O)(OC[C@H](CC)CCCC)OC[C@H](CC)CCCC,GTVWRXDRKAHEAD-WXFUMESZSA-N,0
TOX-89598,,N-[4-(4-chlorophenoxy)phenyl]formamide,3016670,O=CNc1ccc(Oc2ccc(Cl)cc2)cc1,NZIXNFSLKVEDOS-UHFFFAOYSA-N,1
TOX-89599,,4-chloro-3-(chloromethyl)-2-hydroxy-2H-furan-5-one,107871,O=C1OC(O)C(CCl)=C1Cl,WDEQLMYIIXBHTJ-UHFFFAOYSA-N,1
TOX-89600,,"5H-pyrido[4,3-b]indol-1-amine",12704864,Nc1[nH]ccc2nc3ccccc3c1-2,ZGLULYHNORNQCE-UHFFFAOYSA-N,1
TOX-89601,,"3,12,15-trimethyl-6,11,13,14-tetraoxatetracyclo[8.5.0.02,7.012,15]pentadeca-1(10),2(7),3,8-tetraen-5-one",154332,Cc1cc(=O)oc2ccc3c(c12)C1(C)OOC1(C)O3,IWKVORJQUCGMGE-UHFFFAOYSA-N,1
TOX-89602,,"4-nitroquinolino[3,4-c]quinoline",54298968,O=[N+]([O-])c1cccc2c1ncc1cnc3ccccc3c12,SCUZPDVDVNPARY-UHFFFAOYSA-N,1
TOX-89603,,12-ethyl-7-methylbenzo[a]anthracene,85377,CCc1c2ccccc2c(C)c2ccc3ccccc3c12,FTMBVQWARWOALX-UHFFFAOYSA-N,0
TOX-89604,,(2R)-2-anthracen-9-yloxirane,102063165,c1ccc2c([C@@H]3CO3)c3ccccc3cc2c1,WSQHNGOQXGWRRF-HNNXBMFYSA-N,1
TOX-89605,Benzo[h]quinoline,benzo[h]quinoline,9191,c1ccc2c(c1)ccc1cccnc12,WZJYKHNJTSNBHV-UHFFFAOYSA-N,1
TOX-89606,,2-[N-(2-hydroxyethyl)-4-[(4-methylphenyl)diazenyl]anilino]ethanol,151551,Cc1ccc(N=Nc2ccc(N(CCO)CCO)cc2)cc1,MJHLEBFJKCVIER-UHFFFAOYSA-N,0
TOX-89607,trans-2-Pentenal,(E)-pent-2-enal,5364752,CC/C=C/C=O,DTCCTIQRPGSLPT-ONEGZZNKSA-N,1
TOX-89608,,[butoxy-(4-chlorobenzoyl)amino] acetate,3025705,CCCCON(OC(C)=O)C(=O)c1ccc(Cl)cc1,YLNHLARXJIFUJU-UHFFFAOYSA-N,1
TOX-89609,,4-(2-ethylhexoxycarbonyl)benzoic acid,154683,CCCCC(CC)COC(=O)c1ccc(C(=O)O)cc1,HRUJAEJKCNCOGW-UHFFFAOYSA-N,0
TOX-89610,,"4-[[4-(dimethylamino)phenyl]-(4-methyliminocyclohexa-2,5-dien-1-ylidene)methyl]-N-methylaniline",71300747,CN=C1C=CC(=C(c2ccc(NC)cc2)c2ccc(N(C)C)cc2)C=C1,ZXXVPFQJGQXING-UHFFFAOYSA-N,0
TOX-89611,,N-[2-(dimethylamino)ethyl]-9-oxo-10H-acridine-4-carboxamide,149193,CN(C)CCNC(=O)c1cccc2c(O)c3ccccc3nc12,PYNUPZKQDKYVMH-UHFFFAOYSA-N,1
TOX-89612,,2-hydroperoxypropan-2-yl(methyl)diazene,154635,CN=NC(C)(C)OO,ZJQJZIJIBNDGAR-UHFFFAOYSA-N,1
TOX-89613,,"2-[(1E,3E,5E,7E,9E)-dodeca-1,3,5,7,9-pentaenoxy]-1-phenylethanol",6440371,CC/C=C/C=C/C=C/C=C/C=C/OCC(O)c1ccccc1,LQNXUPMCPJIEAW-GTBHKJNSSA-N,1
TOX-89614,,"4-phenyl-2,6-di(propan-2-yl)aniline",3025997,CC(C)c1cc(-c2ccccc2)cc(C(C)C)c1N,SJXGUJDBIYKQTJ-UHFFFAOYSA-N,0
TOX-89615,,"19lambda6-thiapentacyclo[14.2.1.03,8.09,18.012,17]nonadeca-1,3,5,7,9(18),10,12(17),13,15-nonaene 19,19-dioxide",160041,O=S1(=O)c2cccc3ccc4c5ccccc5cc1c4c23,SQZIOTVJQHRZMG-UHFFFAOYSA-N,1
TOX-89616,,"2,2a-dihydroxy-1a,4,4-trimethyl-1,2,3,5-tetrahydrocyclopropa[f]indene-6,6a-dicarbaldehyde",53462788,CC1(C)CC2=C(C=O)C3(C=O)CC3(C)C(O)C2(O)C1,YOHHEVRXKIVTMR-UHFFFAOYSA-N,1
TOX-89617,,"5-cyclopropyl-7-(2,6-dimethylpyridin-4-yl)-8-fluoro-2-hydroxypyrimido[1,6-a]benzimidazole-1,3-dione",127906,Cc1cc(-c2cc3c(cc2F)n2c(=O)n(O)c(=O)cc2n3C2CC2)cc(C)n1,SSMFYBHQLFTJSA-UHFFFAOYSA-N,1
TOX-89618,,"N,N-bis(2-chloroethyl)-4-[6-[6-[6-(4-methylpiperazin-1-yl)-1H-benzimidazol-2-yl]hexyl]-1H-benzimidazol-2-yl]aniline",154806,CN1CCN(c2ccc3[nH]c(CCCCCCc4ccc5[nH]c(-c6ccc(N(CCCl)CCCl)cc6)nc5c4)nc3c2)CC1,QJKXQFVTAQLHOM-UHFFFAOYSA-N,0
TOX-89619,,"1-methylimidazo[4,5-b][1,5]naphthyridin-2-amine",154694,Cn1c(N)nc2nc3cccnc3cc21,XPPWPWDVLBEMIF-UHFFFAOYSA-N,0
TOX-89620,,"7,8-dihydrobenzo[a]pyren-7-ol",56744,OC1CC=Cc2c1cc1ccc3cccc4ccc2c1c34,CKLFVNJOVKIITI-UHFFFAOYSA-N,1
TOX-89621,,N-benzyl-2-bromo-N-methylacetamide,150681,CN(Cc1ccccc1)C(=O)CBr,XIBVVIAYYYFAAI-UHFFFAOYSA-N,0
TOX-89622,,quinolin-6-ol,11374,Oc1ccc2ncccc2c1,OVYWMEWYEJLIER-UHFFFAOYSA-N,0
TOX-89623,,N-hydroxy-N-(4-phenylphenyl)formamide,23622926,O=CN(O)c1ccc(-c2ccccc2)cc1,NVBRGPJUOMAWIN-UHFFFAOYSA-N,1
TOX-89624,RETRONECINE,"(1R,8R)-7-(hydroxymethyl)-2,3,5,8-tetrahydro-1H-pyrrolizin-1-ol",10198,OCC1=CCN2CC[C@@H](O)[C@@H]12,HJSJELVDQOXCHO-HTQZYQBOSA-N,0
TOX-89625,,ethyl 3-[(4-nitrophenyl)methylideneamino]-1H-indole-2-carboxylate,154565,CCOC(=O)c1[nH]c2ccccc2c1/N=C/c1ccc([N+](=O)[O-])cc1,QDPMSHBLIUFLDS-UHFFFAOYSA-N,1
