"","HSI #","Site Name","Lattitude","Longitude","Address","City","County","year_site","Class","Site Summary","Investigation/ Cleanup Funding","Icon","year","rate","population","prev_rate","rate_diff","percent_different","year_to_site"
"953",10723,"Sumter County Landfill",32.0652777777778,-84.2777777777778,"324 McMath Mill Road","Americus","Sumter",2002,"IV","https://epd.georgia.gov/document/pdf/23-10723/download","L","small_green ",2009,0,32724,11.4,-11.4,-100,-7
"954",10723,"Sumter County Landfill",32.0652777777778,-84.2777777777778,"324 McMath Mill Road","Americus","Sumter",2002,"IV","https://epd.georgia.gov/document/pdf/23-10723/download","L","small_green ",2012,0,31554,0,0,NA,-10
"955",10723,"Sumter County Landfill",32.0652777777778,-84.2777777777778,"324 McMath Mill Road","Americus","Sumter",2002,"IV","https://epd.georgia.gov/document/pdf/23-10723/download","L","small_green ",2014,13.7,31232,0,13.7,Inf,-12
"956",10723,"Sumter County Landfill",32.0652777777778,-84.2777777777778,"324 McMath Mill Road","Americus","Sumter",2002,"IV","https://epd.georgia.gov/document/pdf/23-10723/download","L","small_green ",2019,17.8,29524,13.7,4.1,29.9270072992701,-17
"957",10723,"Sumter County Landfill",32.0652777777778,-84.2777777777778,"324 McMath Mill Road","Americus","Sumter",2002,"IV","https://epd.georgia.gov/document/pdf/23-10723/download","L","small_green ",2020,0,29282,17.8,-17.8,-100,-18
"958",10876,"Glennville Wood Preserving",31.9466666666667,-81.9480555555556,"739 W. Barnard St. (State Hwy 23)","Glennville","Tattnall",2007,"II","https://epd.georgia.gov/document/pdf/23-10876/download","A","small_yellow",2006,18.1,23417,0,18.1,Inf,1
"959",10876,"Glennville Wood Preserving",31.9466666666667,-81.9480555555556,"739 W. Barnard St. (State Hwy 23)","Glennville","Tattnall",2007,"II","https://epd.georgia.gov/document/pdf/23-10876/download","A","small_yellow",2008,14.2,23801,18.1,-3.9,-21.5469613259669,-1
"960",10876,"Glennville Wood Preserving",31.9466666666667,-81.9480555555556,"739 W. Barnard St. (State Hwy 23)","Glennville","Tattnall",2007,"II","https://epd.georgia.gov/document/pdf/23-10876/download","A","small_yellow",2009,13.3,25068,14.2,-0.899999999999999,-6.33802816901407,-2
"961",10876,"Glennville Wood Preserving",31.9466666666667,-81.9480555555556,"739 W. Barnard St. (State Hwy 23)","Glennville","Tattnall",2007,"II","https://epd.georgia.gov/document/pdf/23-10876/download","A","small_yellow",2011,0,25688,13.3,-13.3,-100,-4
"962",10876,"Glennville Wood Preserving",31.9466666666667,-81.9480555555556,"739 W. Barnard St. (State Hwy 23)","Glennville","Tattnall",2007,"II","https://epd.georgia.gov/document/pdf/23-10876/download","A","small_yellow",2017,0,25334,0,0,NA,-10
"963",10876,"Glennville Wood Preserving",31.9466666666667,-81.9480555555556,"739 W. Barnard St. (State Hwy 23)","Glennville","Tattnall",2007,"II","https://epd.georgia.gov/document/pdf/23-10876/download","A","small_yellow",2019,0,25286,0,0,NA,-12
"964",10876,"Glennville Wood Preserving",31.9466666666667,-81.9480555555556,"739 W. Barnard St. (State Hwy 23)","Glennville","Tattnall",2007,"II","https://epd.georgia.gov/document/pdf/23-10876/download","A","small_yellow",2020,0,25365,0,0,NA,-13
"965",10876,"Glennville Wood Preserving",31.9466666666667,-81.9480555555556,"739 W. Barnard St. (State Hwy 23)","Glennville","Tattnall",2007,"II","https://epd.georgia.gov/document/pdf/23-10876/download","A","small_yellow",2021,0,23052,0,0,NA,-14
"966",10783,"Amercord, Inc.",31.9244444444444,-82.6827777777778,"Ocmulgee Street Industrial Complex","Lumber City","Telfair",2004,"I","https://epd.georgia.gov/document/pdf/23-10783/download","A","small_yellow",2001,0,12155,0,0,NA,3
"967",10783,"Amercord, Inc.",31.9244444444444,-82.6827777777778,"Ocmulgee Street Industrial Complex","Lumber City","Telfair",2004,"I","https://epd.georgia.gov/document/pdf/23-10783/download","A","small_yellow",2002,0,12347,0,0,NA,2
"968",10783,"Amercord, Inc.",31.9244444444444,-82.6827777777778,"Ocmulgee Street Industrial Complex","Lumber City","Telfair",2004,"I","https://epd.georgia.gov/document/pdf/23-10783/download","A","small_yellow",2006,34.5,15401,0,34.5,Inf,-2
"969",10783,"Amercord, Inc.",31.9244444444444,-82.6827777777778,"Ocmulgee Street Industrial Complex","Lumber City","Telfair",2004,"I","https://epd.georgia.gov/document/pdf/23-10783/download","A","small_yellow",2009,0,16200,34.5,-34.5,-100,-5
"970",10783,"Amercord, Inc.",31.9244444444444,-82.6827777777778,"Ocmulgee Street Industrial Complex","Lumber City","Telfair",2004,"I","https://epd.georgia.gov/document/pdf/23-10783/download","A","small_yellow",2010,0,16497,0,0,NA,-6
"971",10783,"Amercord, Inc.",31.9244444444444,-82.6827777777778,"Ocmulgee Street Industrial Complex","Lumber City","Telfair",2004,"I","https://epd.georgia.gov/document/pdf/23-10783/download","A","small_yellow",2015,0,16400,0,0,NA,-11
"972",10783,"Amercord, Inc.",31.9244444444444,-82.6827777777778,"Ocmulgee Street Industrial Complex","Lumber City","Telfair",2004,"I","https://epd.georgia.gov/document/pdf/23-10783/download","A","small_yellow",2016,0,15965,0,0,NA,-12
"973",10682,"Terrell County - U. S. 82 MSWLF",31.7413888888889,-84.4194444444445,"3108 Albany Highway","Dawson","Terrell",2001,"IV","https://epd.georgia.gov/document/pdf/23-10682/download","L","small_green ",2002,0,10607,0,0,NA,-1
"974",10682,"Terrell County - U. S. 82 MSWLF",31.7413888888889,-84.4194444444445,"3108 Albany Highway","Dawson","Terrell",2001,"IV","https://epd.georgia.gov/document/pdf/23-10682/download","L","small_green ",2003,31.4,10641,0,31.4,Inf,-2
"975",10682,"Terrell County - U. S. 82 MSWLF",31.7413888888889,-84.4194444444445,"3108 Albany Highway","Dawson","Terrell",2001,"IV","https://epd.georgia.gov/document/pdf/23-10682/download","L","small_green ",2005,0,10134,31.4,-31.4,-100,-4
"976",10682,"Terrell County - U. S. 82 MSWLF",31.7413888888889,-84.4194444444445,"3108 Albany Highway","Dawson","Terrell",2001,"IV","https://epd.georgia.gov/document/pdf/23-10682/download","L","small_green ",2008,31.6,9648,0,31.6,Inf,-7
"977",10682,"Terrell County - U. S. 82 MSWLF",31.7413888888889,-84.4194444444445,"3108 Albany Highway","Dawson","Terrell",2001,"IV","https://epd.georgia.gov/document/pdf/23-10682/download","L","small_green ",2014,0,9132,31.6,-31.6,-100,-13
"978",10682,"Terrell County - U. S. 82 MSWLF",31.7413888888889,-84.4194444444445,"3108 Albany Highway","Dawson","Terrell",2001,"IV","https://epd.georgia.gov/document/pdf/23-10682/download","L","small_green ",2016,0,8967,0,0,NA,-15
"979",10682,"Terrell County - U. S. 82 MSWLF",31.7413888888889,-84.4194444444445,"3108 Albany Highway","Dawson","Terrell",2001,"IV","https://epd.georgia.gov/document/pdf/23-10682/download","L","small_green ",2017,0,8729,0,0,NA,-16
"980",10682,"Terrell County - U. S. 82 MSWLF",31.7413888888889,-84.4194444444445,"3108 Albany Highway","Dawson","Terrell",2001,"IV","https://epd.georgia.gov/document/pdf/23-10682/download","L","small_green ",2019,0,8531,0,0,NA,-18
"981",10682,"Terrell County - U. S. 82 MSWLF",31.7413888888889,-84.4194444444445,"3108 Albany Highway","Dawson","Terrell",2001,"IV","https://epd.georgia.gov/document/pdf/23-10682/download","L","small_green ",2020,0,8523,0,0,NA,-19
"982",10628,"Coastal Plains Treating Company",31.43,-83.5038888888889,"812 E. Golden Road","Tifton","Tift",2001,"II","https://epd.georgia.gov/document/pdf/23-10628/download","A","small_yellow",1999,9.8,38234,0,9.8,Inf,2
"983",10683,"Tifton - Omega / Eldorado Road MSWLF",31.3575,-83.5366666666667,"445 Mitchell Store Road","Tifton","Tift",2001,"IV","https://epd.georgia.gov/document/pdf/23-10683/download","L","small_green ",1999,9.8,38234,9.8,0,0,2
"984",10628,"Coastal Plains Treating Company",31.43,-83.5038888888889,"812 E. Golden Road","Tifton","Tift",2001,"II","https://epd.georgia.gov/document/pdf/23-10628/download","A","small_yellow",2000,14.3,38348,9.8,4.5,45.9183673469388,1
"985",10683,"Tifton - Omega / Eldorado Road MSWLF",31.3575,-83.5366666666667,"445 Mitchell Store Road","Tifton","Tift",2001,"IV","https://epd.georgia.gov/document/pdf/23-10683/download","L","small_green ",2000,14.3,38348,14.3,0,0,1
"986",10628,"Coastal Plains Treating Company",31.43,-83.5038888888889,"812 E. Golden Road","Tifton","Tift",2001,"II","https://epd.georgia.gov/document/pdf/23-10628/download","A","small_yellow",2001,8.3,38133,14.3,-6,-41.958041958042,0
"987",10683,"Tifton - Omega / Eldorado Road MSWLF",31.3575,-83.5366666666667,"445 Mitchell Store Road","Tifton","Tift",2001,"IV","https://epd.georgia.gov/document/pdf/23-10683/download","L","small_green ",2001,8.3,38133,8.3,0,0,0
"988",10628,"Coastal Plains Treating Company",31.43,-83.5038888888889,"812 E. Golden Road","Tifton","Tift",2001,"II","https://epd.georgia.gov/document/pdf/23-10628/download","A","small_yellow",2002,9.8,38217,8.3,1.5,18.0722891566265,-1
"989",10683,"Tifton - Omega / Eldorado Road MSWLF",31.3575,-83.5366666666667,"445 Mitchell Store Road","Tifton","Tift",2001,"IV","https://epd.georgia.gov/document/pdf/23-10683/download","L","small_green ",2002,9.8,38217,9.8,0,0,-1
"990",10628,"Coastal Plains Treating Company",31.43,-83.5038888888889,"812 E. Golden Road","Tifton","Tift",2001,"II","https://epd.georgia.gov/document/pdf/23-10628/download","A","small_yellow",2005,8.9,38789,9.8,-0.9,-9.18367346938776,-4
"991",10683,"Tifton - Omega / Eldorado Road MSWLF",31.3575,-83.5366666666667,"445 Mitchell Store Road","Tifton","Tift",2001,"IV","https://epd.georgia.gov/document/pdf/23-10683/download","L","small_green ",2005,8.9,38789,8.9,0,0,-4
"992",10628,"Coastal Plains Treating Company",31.43,-83.5038888888889,"812 E. Golden Road","Tifton","Tift",2001,"II","https://epd.georgia.gov/document/pdf/23-10628/download","A","small_yellow",2006,8.1,39503,8.9,-0.800000000000001,-8.98876404494383,-5
"993",10683,"Tifton - Omega / Eldorado Road MSWLF",31.3575,-83.5366666666667,"445 Mitchell Store Road","Tifton","Tift",2001,"IV","https://epd.georgia.gov/document/pdf/23-10683/download","L","small_green ",2006,8.1,39503,8.1,0,0,-5
"994",10628,"Coastal Plains Treating Company",31.43,-83.5038888888889,"812 E. Golden Road","Tifton","Tift",2001,"II","https://epd.georgia.gov/document/pdf/23-10628/download","A","small_yellow",2007,8.6,39720,8.1,0.5,6.17283950617284,-6
"995",10683,"Tifton - Omega / Eldorado Road MSWLF",31.3575,-83.5366666666667,"445 Mitchell Store Road","Tifton","Tift",2001,"IV","https://epd.georgia.gov/document/pdf/23-10683/download","L","small_green ",2007,8.6,39720,8.6,0,0,-6
"996",10628,"Coastal Plains Treating Company",31.43,-83.5038888888889,"812 E. Golden Road","Tifton","Tift",2001,"II","https://epd.georgia.gov/document/pdf/23-10628/download","A","small_yellow",2008,10.7,39806,8.6,2.1,24.4186046511628,-7
"997",10683,"Tifton - Omega / Eldorado Road MSWLF",31.3575,-83.5366666666667,"445 Mitchell Store Road","Tifton","Tift",2001,"IV","https://epd.georgia.gov/document/pdf/23-10683/download","L","small_green ",2008,10.7,39806,10.7,0,0,-7
"998",10628,"Coastal Plains Treating Company",31.43,-83.5038888888889,"812 E. Golden Road","Tifton","Tift",2001,"II","https://epd.georgia.gov/document/pdf/23-10628/download","A","small_yellow",2009,9.1,39748,10.7,-1.6,-14.9532710280374,-8
"999",10683,"Tifton - Omega / Eldorado Road MSWLF",31.3575,-83.5366666666667,"445 Mitchell Store Road","Tifton","Tift",2001,"IV","https://epd.georgia.gov/document/pdf/23-10683/download","L","small_green ",2009,9.1,39748,9.1,0,0,-8
"1000",10628,"Coastal Plains Treating Company",31.43,-83.5038888888889,"812 E. Golden Road","Tifton","Tift",2001,"II","https://epd.georgia.gov/document/pdf/23-10628/download","A","small_yellow",2013,9.4,40286,9.1,0.300000000000001,3.2967032967033,-12
"1001",10683,"Tifton - Omega / Eldorado Road MSWLF",31.3575,-83.5366666666667,"445 Mitchell Store Road","Tifton","Tift",2001,"IV","https://epd.georgia.gov/document/pdf/23-10683/download","L","small_green ",2013,9.4,40286,9.4,0,0,-12
"1002",10628,"Coastal Plains Treating Company",31.43,-83.5038888888889,"812 E. Golden Road","Tifton","Tift",2001,"II","https://epd.georgia.gov/document/pdf/23-10628/download","A","small_yellow",2014,8.1,40704,9.4,-1.3,-13.8297872340426,-13
"1003",10683,"Tifton - Omega / Eldorado Road MSWLF",31.3575,-83.5366666666667,"445 Mitchell Store Road","Tifton","Tift",2001,"IV","https://epd.georgia.gov/document/pdf/23-10683/download","L","small_green ",2014,8.1,40704,8.1,0,0,-13
"1004",10628,"Coastal Plains Treating Company",31.43,-83.5038888888889,"812 E. Golden Road","Tifton","Tift",2001,"II","https://epd.georgia.gov/document/pdf/23-10628/download","A","small_yellow",2015,8.6,40764,8.1,0.5,6.17283950617284,-14
"1005",10683,"Tifton - Omega / Eldorado Road MSWLF",31.3575,-83.5366666666667,"445 Mitchell Store Road","Tifton","Tift",2001,"IV","https://epd.georgia.gov/document/pdf/23-10683/download","L","small_green ",2015,8.6,40764,8.6,0,0,-14
"1006",10684,"Towns County - SR 288 MSWLF",34.9272222222222,-83.7463888888889,"S. R. 288","Hiawassee","Towns",2001,"IV","https://epd.georgia.gov/document/pdf/23-10684/download","L","small_green ",2002,0,9532,8.6,-8.6,-100,-1
"1007",10684,"Towns County - SR 288 MSWLF",34.9272222222222,-83.7463888888889,"S. R. 288","Hiawassee","Towns",2001,"IV","https://epd.georgia.gov/document/pdf/23-10684/download","L","small_green ",2005,0,9940,0,0,NA,-4
"1008",10684,"Towns County - SR 288 MSWLF",34.9272222222222,-83.7463888888889,"S. R. 288","Hiawassee","Towns",2001,"IV","https://epd.georgia.gov/document/pdf/23-10684/download","L","small_green ",2006,0,10281,0,0,NA,-5
"1009",10684,"Towns County - SR 288 MSWLF",34.9272222222222,-83.7463888888889,"S. R. 288","Hiawassee","Towns",2001,"IV","https://epd.georgia.gov/document/pdf/23-10684/download","L","small_green ",2007,0,10452,0,0,NA,-6
"1010",10684,"Towns County - SR 288 MSWLF",34.9272222222222,-83.7463888888889,"S. R. 288","Hiawassee","Towns",2001,"IV","https://epd.georgia.gov/document/pdf/23-10684/download","L","small_green ",2011,0,10611,0,0,NA,-10
"1011",10684,"Towns County - SR 288 MSWLF",34.9272222222222,-83.7463888888889,"S. R. 288","Hiawassee","Towns",2001,"IV","https://epd.georgia.gov/document/pdf/23-10684/download","L","small_green ",2013,0,10771,0,0,NA,-12
"1012",10684,"Towns County - SR 288 MSWLF",34.9272222222222,-83.7463888888889,"S. R. 288","Hiawassee","Towns",2001,"IV","https://epd.georgia.gov/document/pdf/23-10684/download","L","small_green ",2014,0,11098,0,0,NA,-13
"1013",10684,"Towns County - SR 288 MSWLF",34.9272222222222,-83.7463888888889,"S. R. 288","Hiawassee","Towns",2001,"IV","https://epd.georgia.gov/document/pdf/23-10684/download","L","small_green ",2017,0,11506,0,0,NA,-16
"1014",10684,"Towns County - SR 288 MSWLF",34.9272222222222,-83.7463888888889,"S. R. 288","Hiawassee","Towns",2001,"IV","https://epd.georgia.gov/document/pdf/23-10684/download","L","small_green ",2018,0,11852,0,0,NA,-17
"1015",10684,"Towns County - SR 288 MSWLF",34.9272222222222,-83.7463888888889,"S. R. 288","Hiawassee","Towns",2001,"IV","https://epd.georgia.gov/document/pdf/23-10684/download","L","small_green ",2020,0,12247,0,0,NA,-19
"1016",10741,"Chem-Am",33.06,-84.9719444444444,"3562 Hogansville Road (Highway 29)","LaGrange","Troup",2002,"I","https://epd.georgia.gov/document/pdf/23-10741/download","A","small_yellow",1999,6.4,58376,0,6.4,Inf,3
"1017",10741,"Chem-Am",33.06,-84.9719444444444,"3562 Hogansville Road (Highway 29)","LaGrange","Troup",2002,"I","https://epd.georgia.gov/document/pdf/23-10741/download","A","small_yellow",2000,14.4,58923,6.4,8,125,2
"1018",10741,"Chem-Am",33.06,-84.9719444444444,"3562 Hogansville Road (Highway 29)","LaGrange","Troup",2002,"I","https://epd.georgia.gov/document/pdf/23-10741/download","A","small_yellow",2001,10.9,59844,14.4,-3.5,-24.3055555555556,1
"1019",10741,"Chem-Am",33.06,-84.9719444444444,"3562 Hogansville Road (Highway 29)","LaGrange","Troup",2002,"I","https://epd.georgia.gov/document/pdf/23-10741/download","A","small_yellow",2002,9.6,60224,10.9,-1.3,-11.9266055045872,0
"1020",10741,"Chem-Am",33.06,-84.9719444444444,"3562 Hogansville Road (Highway 29)","LaGrange","Troup",2002,"I","https://epd.georgia.gov/document/pdf/23-10741/download","A","small_yellow",2003,7.6,60791,9.6,-2,-20.8333333333333,-1
"1021",10741,"Chem-Am",33.06,-84.9719444444444,"3562 Hogansville Road (Highway 29)","LaGrange","Troup",2002,"I","https://epd.georgia.gov/document/pdf/23-10741/download","A","small_yellow",2004,8.4,62001,7.6,0.800000000000001,10.5263157894737,-2
"1022",10741,"Chem-Am",33.06,-84.9719444444444,"3562 Hogansville Road (Highway 29)","LaGrange","Troup",2002,"I","https://epd.georgia.gov/document/pdf/23-10741/download","A","small_yellow",2005,9.6,63233,8.4,1.2,14.2857142857143,-3
"1023",10741,"Chem-Am",33.06,-84.9719444444444,"3562 Hogansville Road (Highway 29)","LaGrange","Troup",2002,"I","https://epd.georgia.gov/document/pdf/23-10741/download","A","small_yellow",2006,7.7,63897,9.6,-1.9,-19.7916666666667,-4
"1024",10741,"Chem-Am",33.06,-84.9719444444444,"3562 Hogansville Road (Highway 29)","LaGrange","Troup",2002,"I","https://epd.georgia.gov/document/pdf/23-10741/download","A","small_yellow",2007,8.7,64894,7.7,0.999999999999999,12.987012987013,-5
"1025",10741,"Chem-Am",33.06,-84.9719444444444,"3562 Hogansville Road (Highway 29)","LaGrange","Troup",2002,"I","https://epd.georgia.gov/document/pdf/23-10741/download","A","small_yellow",2008,8,65860,8.7,-0.699999999999999,-8.04597701149425,-6
"1026",10741,"Chem-Am",33.06,-84.9719444444444,"3562 Hogansville Road (Highway 29)","LaGrange","Troup",2002,"I","https://epd.georgia.gov/document/pdf/23-10741/download","A","small_yellow",2009,14.3,66422,8,6.3,78.75,-7
"1027",10741,"Chem-Am",33.06,-84.9719444444444,"3562 Hogansville Road (Highway 29)","LaGrange","Troup",2002,"I","https://epd.georgia.gov/document/pdf/23-10741/download","A","small_yellow",2010,9,67187,14.3,-5.3,-37.0629370629371,-8
"1028",10741,"Chem-Am",33.06,-84.9719444444444,"3562 Hogansville Road (Highway 29)","LaGrange","Troup",2002,"I","https://epd.georgia.gov/document/pdf/23-10741/download","A","small_yellow",2011,6.6,67764,9,-2.4,-26.6666666666667,-9
"1029",10741,"Chem-Am",33.06,-84.9719444444444,"3562 Hogansville Road (Highway 29)","LaGrange","Troup",2002,"I","https://epd.georgia.gov/document/pdf/23-10741/download","A","small_yellow",2013,13.4,69053,6.6,6.8,103.030303030303,-11
"1030",10741,"Chem-Am",33.06,-84.9719444444444,"3562 Hogansville Road (Highway 29)","LaGrange","Troup",2002,"I","https://epd.georgia.gov/document/pdf/23-10741/download","A","small_yellow",2014,6.3,69469,13.4,-7.1,-52.9850746268657,-12
"1031",10741,"Chem-Am",33.06,-84.9719444444444,"3562 Hogansville Road (Highway 29)","LaGrange","Troup",2002,"I","https://epd.georgia.gov/document/pdf/23-10741/download","A","small_yellow",2015,7.5,69763,6.3,1.2,19.0476190476191,-13
"1032",10741,"Chem-Am",33.06,-84.9719444444444,"3562 Hogansville Road (Highway 29)","LaGrange","Troup",2002,"I","https://epd.georgia.gov/document/pdf/23-10741/download","A","small_yellow",2016,11.2,70005,7.5,3.7,49.3333333333333,-14
"1033",10741,"Chem-Am",33.06,-84.9719444444444,"3562 Hogansville Road (Highway 29)","LaGrange","Troup",2002,"I","https://epd.georgia.gov/document/pdf/23-10741/download","A","small_yellow",2017,5.6,69786,11.2,-5.6,-50,-15
"1034",10741,"Chem-Am",33.06,-84.9719444444444,"3562 Hogansville Road (Highway 29)","LaGrange","Troup",2002,"I","https://epd.georgia.gov/document/pdf/23-10741/download","A","small_yellow",2018,11.2,70034,5.6,5.6,100,-16
"1035",10741,"Chem-Am",33.06,-84.9719444444444,"3562 Hogansville Road (Highway 29)","LaGrange","Troup",2002,"I","https://epd.georgia.gov/document/pdf/23-10741/download","A","small_yellow",2019,7.5,69922,11.2,-3.7,-33.0357142857143,-17
"1036",10741,"Chem-Am",33.06,-84.9719444444444,"3562 Hogansville Road (Highway 29)","LaGrange","Troup",2002,"I","https://epd.georgia.gov/document/pdf/23-10741/download","A","small_yellow",2020,8.6,70214,7.5,1.1,14.6666666666667,-18
"1037",10741,"Chem-Am",33.06,-84.9719444444444,"3562 Hogansville Road (Highway 29)","LaGrange","Troup",2002,"I","https://epd.georgia.gov/document/pdf/23-10741/download","A","small_yellow",2021,7.9,69720,8.6,-0.699999999999999,-8.13953488372092,-19
"1038",10741,"Chem-Am",33.06,-84.9719444444444,"3562 Hogansville Road (Highway 29)","LaGrange","Troup",2002,"I","https://epd.georgia.gov/document/pdf/23-10741/download","A","small_yellow",2022,8.9,70191,7.9,1,12.6582278481013,-20
"1039",10714,"Turner County - SR 112 Ashburn Phase 3 MSWLF",31.7358333333333,-83.575,"S. R. 112","Ashburn","Turner",2002,"IV","https://epd.georgia.gov/document/pdf/23-10714/download","L","small_green ",2008,0,9029,8.9,-8.9,-100,-6
"1040",10714,"Turner County - SR 112 Ashburn Phase 3 MSWLF",31.7358333333333,-83.575,"S. R. 112","Ashburn","Turner",2002,"IV","https://epd.georgia.gov/document/pdf/23-10714/download","L","small_green ",2012,0,8410,0,0,NA,-10
"1041",10714,"Turner County - SR 112 Ashburn Phase 3 MSWLF",31.7358333333333,-83.575,"S. R. 112","Ashburn","Turner",2002,"IV","https://epd.georgia.gov/document/pdf/23-10714/download","L","small_green ",2013,0,8134,0,0,NA,-11
"1042",10714,"Turner County - SR 112 Ashburn Phase 3 MSWLF",31.7358333333333,-83.575,"S. R. 112","Ashburn","Turner",2002,"IV","https://epd.georgia.gov/document/pdf/23-10714/download","L","small_green ",2014,0,8153,0,0,NA,-12
"1043",10714,"Turner County - SR 112 Ashburn Phase 3 MSWLF",31.7358333333333,-83.575,"S. R. 112","Ashburn","Turner",2002,"IV","https://epd.georgia.gov/document/pdf/23-10714/download","L","small_green ",2016,0,8030,0,0,NA,-14
"1044",10714,"Turner County - SR 112 Ashburn Phase 3 MSWLF",31.7358333333333,-83.575,"S. R. 112","Ashburn","Turner",2002,"IV","https://epd.georgia.gov/document/pdf/23-10714/download","L","small_green ",2017,0,7961,0,0,NA,-15
"1045",10714,"Turner County - SR 112 Ashburn Phase 3 MSWLF",31.7358333333333,-83.575,"S. R. 112","Ashburn","Turner",2002,"IV","https://epd.georgia.gov/document/pdf/23-10714/download","L","small_green ",2018,0,7912,0,0,NA,-16
"1046",10714,"Turner County - SR 112 Ashburn Phase 3 MSWLF",31.7358333333333,-83.575,"S. R. 112","Ashburn","Turner",2002,"IV","https://epd.georgia.gov/document/pdf/23-10714/download","L","small_green ",2019,0,7985,0,0,NA,-17
"1047",10714,"Turner County - SR 112 Ashburn Phase 3 MSWLF",31.7358333333333,-83.575,"S. R. 112","Ashburn","Turner",2002,"IV","https://epd.georgia.gov/document/pdf/23-10714/download","L","small_green ",2020,0,7882,0,0,NA,-18
"1048",10712,"Union County MSW Landfill",34.8933333333333,-83.9597222222222,"Deep South Farm Road","Blairsville","Union",2001,"IV","https://epd.georgia.gov/document/pdf/23-10712/download","L","small_green ",2002,0,18349,0,0,NA,-1
"1049",10712,"Union County MSW Landfill",34.8933333333333,-83.9597222222222,"Deep South Farm Road","Blairsville","Union",2001,"IV","https://epd.georgia.gov/document/pdf/23-10712/download","L","small_green ",2004,0,19378,0,0,NA,-3
"1050",10712,"Union County MSW Landfill",34.8933333333333,-83.9597222222222,"Deep South Farm Road","Blairsville","Union",2001,"IV","https://epd.georgia.gov/document/pdf/23-10712/download","L","small_green ",2005,0,19856,0,0,NA,-4
"1051",10712,"Union County MSW Landfill",34.8933333333333,-83.9597222222222,"Deep South Farm Road","Blairsville","Union",2001,"IV","https://epd.georgia.gov/document/pdf/23-10712/download","L","small_green ",2007,0,20988,0,0,NA,-6
"1052",10712,"Union County MSW Landfill",34.8933333333333,-83.9597222222222,"Deep South Farm Road","Blairsville","Union",2001,"IV","https://epd.georgia.gov/document/pdf/23-10712/download","L","small_green ",2012,0,21451,0,0,NA,-11
"1053",10712,"Union County MSW Landfill",34.8933333333333,-83.9597222222222,"Deep South Farm Road","Blairsville","Union",2001,"IV","https://epd.georgia.gov/document/pdf/23-10712/download","L","small_green ",2015,0,22267,0,0,NA,-14
"1054",10712,"Union County MSW Landfill",34.8933333333333,-83.9597222222222,"Deep South Farm Road","Blairsville","Union",2001,"IV","https://epd.georgia.gov/document/pdf/23-10712/download","L","small_green ",2019,0,24511,0,0,NA,-18
"1055",10712,"Union County MSW Landfill",34.8933333333333,-83.9597222222222,"Deep South Farm Road","Blairsville","Union",2001,"IV","https://epd.georgia.gov/document/pdf/23-10712/download","L","small_green ",2021,0,25521,0,0,NA,-20
"1056",10685,"Upson County - Zorn Street Phase 2, 3 MSWLF",32.8636111111111,-84.3244444444444,"Department of Transportation Drive","Thomaston","Upson",2001,"IV","https://epd.georgia.gov/document/pdf/23-10685/download","L","small_green ",2008,17.7,27321,0,17.7,Inf,-7
"1057",10685,"Upson County - Zorn Street Phase 2, 3 MSWLF",32.8636111111111,-84.3244444444444,"Department of Transportation Drive","Thomaston","Upson",2001,"IV","https://epd.georgia.gov/document/pdf/23-10685/download","L","small_green ",2010,13.8,27087,17.7,-3.9,-22.0338983050847,-9
"1058",10685,"Upson County - Zorn Street Phase 2, 3 MSWLF",32.8636111111111,-84.3244444444444,"Department of Transportation Drive","Thomaston","Upson",2001,"IV","https://epd.georgia.gov/document/pdf/23-10685/download","L","small_green ",2018,16.6,26215,13.8,2.8,20.2898550724638,-17
"1059",10685,"Upson County - Zorn Street Phase 2, 3 MSWLF",32.8636111111111,-84.3244444444444,"Department of Transportation Drive","Thomaston","Upson",2001,"IV","https://epd.georgia.gov/document/pdf/23-10685/download","L","small_green ",2022,0,28086,16.6,-16.6,-100,-21
"1060",10859,"Walker County Marble Top Road MSWL",34.8352777777778,-85.365,"5120 Marble Top Road","Chickamauga","Walker",2007,"IV","https://epd.georgia.gov/document/pdf/23-10859/download","L","small_green ",2000,11,61268,0,11,Inf,7
"1061",10859,"Walker County Marble Top Road MSWL",34.8352777777778,-85.365,"5120 Marble Top Road","Chickamauga","Walker",2007,"IV","https://epd.georgia.gov/document/pdf/23-10859/download","L","small_green ",2001,6.4,62109,11,-4.6,-41.8181818181818,6
"1062",10859,"Walker County Marble Top Road MSWL",34.8352777777778,-85.365,"5120 Marble Top Road","Chickamauga","Walker",2007,"IV","https://epd.georgia.gov/document/pdf/23-10859/download","L","small_green ",2002,7.4,62841,6.4,1,15.625,5
"1063",10859,"Walker County Marble Top Road MSWL",34.8352777777778,-85.365,"5120 Marble Top Road","Chickamauga","Walker",2007,"IV","https://epd.georgia.gov/document/pdf/23-10859/download","L","small_green ",2003,13.9,63478,7.4,6.5,87.8378378378378,4
"1064",10859,"Walker County Marble Top Road MSWL",34.8352777777778,-85.365,"5120 Marble Top Road","Chickamauga","Walker",2007,"IV","https://epd.georgia.gov/document/pdf/23-10859/download","L","small_green ",2005,7.1,65160,13.9,-6.8,-48.9208633093525,2
"1065",10859,"Walker County Marble Top Road MSWL",34.8352777777778,-85.365,"5120 Marble Top Road","Chickamauga","Walker",2007,"IV","https://epd.georgia.gov/document/pdf/23-10859/download","L","small_green ",2006,12.2,66343,7.1,5.1,71.8309859154929,1
